"date","ws","wd","pm10","pm25","u","v","year","precip","s.rad","a.temp","rh","dp","s.temp","height","temp850","ws.max","wd.max","u.max","v.max","time","dow","u.s1","v.s1","u.max.s1","v.max.s1"
2015-08-13,3.8582994241291,303.296425262073,73.125,15.7916666666667,-3.224925,2.11810416666667,2015,0.6,281.625,18.6583333333333,81,15.0666666666667,20.8041666666667,5900,22.4,12.6,306,-10.1936,7.4061,317,"4",-3.21186666666667,1.5211875,-10.1202,4.2334
2015-08-14,2.02040298684082,291.390836609561,66.2083333333333,12.5,-1.88122916666667,0.736895833333333,2015,0.2,282.625,18.1833333333333,81.4166666666667,14.65,20.8,5920,21.6,9.6,295,-8.7006,4.0571,318,"5",-2.08485833333333,0.77805,-8.9611,4.0649
2015-08-15,2.02883919329296,263.973849220853,41.1666666666667,9.04166666666667,-2.01762916666667,-0.2129875,2015,0.6,273.75,18.6869565217391,84.0869565217391,15.695652173913,20.9166666666667,5930,24.6,8,277,-7.9404,0.975,319,"6",-0.6450625,-1.62959166666667,3.3507,-1.7517
2015-08-16,2.8153802018446,269.759835669163,38.375,12.0833333333333,-2.81535833333333,-0.0117958333333333,2015,0.4,271.416666666667,18.8583333333333,87.75,16.5875,21.1458333333333,5930,27,9.4,277,-9.3299,1.1456,320,"0",-0.926629166666667,-0.942025,-3.1463,-2.3112
2015-08-17,4.14103148843883,278.046755628284,24.2916666666667,11.5833333333333,-4.10025,0.579672222222222,2015,0.5,216.416666666667,17.5083333333333,92.3333333333333,16.1416666666667,21.4333333333333,5930,26.6,7.5,274,-7.4817,0.5232,321,"1",-1.7438,-0.0499333333333333,-3.4932,-0.2872
2015-08-18,2.81817809991442,282.859977552176,16.75,8.95833333333333,-2.7474875,0.627241666666667,2015,0.4,177.166666666667,17.5541666666667,92.125,16.1833333333333,21.3708333333333,5930,26,8.1,286,-7.7862,2.2327,322,"2",-1.61312916666667,0.7815,-4.3603,0.4352
2015-08-19,4.64000825362173,291.6060333546,37.75,16,-4.3139875,1.70855,2015,0.6,241.666666666667,17.7916666666667,85.0416666666667,15.1458333333333,21.2666666666667,5920,24.8,11.3,281,-11.0924,2.1561,323,"3",-3.24037916666667,1.33765833333333,-8.4214,3.3683
2015-08-20,5.32305969727099,293.384635447069,33.4583333333333,19.125,-4.88583333333333,2.1127375,2015,0.3,252,18.6416666666667,80.0833333333333,14.9791666666667,21.125,5910,24.4,11.7,281,-11.485,2.2325,324,"4",-3.03305833333333,1.35847083333333,-6.6083,1.9324
2015-08-21,4.05078025511519,288.070788987922,34.1304347826087,15.3913043478261,-3.85097083333333,1.25651666666667,2015,0,197.25,17.7541666666667,83.25,14.7958333333333,21.1,5880,22.4,10.9,276,-10.8403,1.1394,325,"5",-3.392025,1.226475,-7.1212,3.9636
2015-08-22,3.32631784802033,285.957767926064,25.625,4.45833333333333,-3.1981375,0.9145,2015,0.6,227.041666666667,17.5208333333333,84.0833333333333,14.6916666666667,20.975,5890,19.8,10.3,278,-10.1998,1.4335,326,"6",-2.238375,0.716591666666667,-5.8676,3.1991
2015-08-23,3.37618813633381,288.523775827125,37.9583333333333,6.95833333333333,-3.20126666666667,1.07260833333333,2015,0.5,244.666666666667,17.7875,84.4583333333333,14.9791666666667,21.0041666666667,5900,21.6,10.5,285,-10.1422,2.7176,327,"0",-2.74337916666667,1.19999583333333,-7.7185,3.0248
2015-08-24,2.29173847981018,275.918772577544,41.5,12.25,-2.279525,0.236325,2015,0.2,246.875,17.9416666666667,84.6666666666667,15.1041666666667,21.025,5910,22.6,10.4,279,-10.272,1.6269,328,"1",-2.2459875,0.964320833333333,-7.0108,2.5379
2015-08-25,2.62089331661596,253.098624001459,37.5416666666667,14.0416666666667,-2.50769166666667,-0.761970833333333,2015,0.5,249.375,17.3958333333333,87.3333333333333,15.1291666666667,20.9,5900,24,11.4,227,-8.3374,-7.7748,329,"2",-1.2029875,-0.6186625,-4.5725,-4.2491
2015-08-26,2.23980025899357,241.114274400115,29.7916666666667,7.375,-1.9611375,-1.081975,2015,0.4,242.708333333333,17.0791666666667,89.5,15.2208333333333,20.8375,5890,23,9,252,-8.5595,-2.7812,330,"3",-1.1317625,-1.20644166666667,-5.4811,-1.5201
2015-08-27,1.42302021855803,224.748470346087,35.1666666666667,7.45833333333333,-1.00179583333333,-1.01063333333333,2015,0.4,256.416666666667,20.125,72.9583333333333,14.6458333333333,21.0041666666667,5910,23.8,8.5,270,-8.5,0,331,"4",-0.217833333333333,-1.10010416666667,3.4084,-3.6295
2015-08-28,2.25848851172603,265.418667947958,32.5416666666667,5.16666666666667,-2.25126666666667,-0.180404166666667,2015,0.4,255.375,19.9375,77.3333333333333,15.4,21.2,5910,25,8.3,279,-8.1978,1.2984,332,"5",-0.889916666666667,-0.919125,-4.3498,-0.1671
2015-08-29,4.2091309387653,298.793192760168,108.291666666667,18.1666666666667,-3.68872083333333,2.027325,2015,0.6,243.916666666667,19.7166666666667,85.5416666666667,16.9208333333333,21.5166666666667,5880,21.2,13.6,306,-11.0026,7.9939,333,"6",-3.335025,1.43045,-10.8278,4.3528
2015-08-30,4.08169126396532,306.185635423288,136.291666666667,28.375,-3.29437916666667,2.40984583333333,2015,0.6,247.375,18.6958333333333,78.5,14.5416666666667,21.1166666666667,5880,18,14.6,311,-11.0188,9.5785,334,"0",-3.68090416666667,1.70600416666667,-12.3975,4.4145
2015-08-31,2.05342393401211,293.895665444239,61.0833333333333,12.4583333333333,-1.87742083333333,0.831791666666667,2015,0.1,245.375,16.9125,85.2916666666667,14.2458333333333,20.6458333333333,5870,17.8,10.9,291,-10.176,3.9062,335,"1",-3.02685416666667,1.1106625,-9.0051,3.841
2015-09-01,2.33356943620834,283.163873584401,21.5833333333333,3.75,-2.27224583333333,0.531429166666667,2015,0.7,189.916666666667,16.9125,86.5,14.45,20.7291666666667,5850,17.8,8.6,285,-8.307,2.2258,336,"2",-0.9793125,0.293458333333333,-4.2809,-0.1345
2015-09-02,2.59657278315062,295.761210603964,29.7916666666667,3.66666666666667,-2.3385125,1.128525,2015,0.1,226,17.1791666666667,84.5833333333333,14.325,20.5,5840,17.4,10.5,287,-10.0412,3.0699,337,"3",-1.14916666666667,0.346604166666667,-6.5771,2.0359
2015-09-03,2.53130752960364,297.109364216736,49.0833333333333,8.375,-2.2532125,1.1535,2015,0.4,225.333333333333,17.2333333333333,82.8333333333333,14.0958333333333,20.5791666666667,5800,14.2,12.4,309,-9.6366,7.8036,338,"4",-2.08608333333333,0.7990875,-10.7576,4.065
2015-09-04,2.84615718943005,283.299576333179,47.1666666666667,10.2916666666667,-2.769825,0.6547375,2015,0.4,215.583333333333,16.1916666666667,80.75,12.7041666666667,20.2791666666667,5770,13.4,11.3,302,-9.5829,5.9881,339,"5",-2.61842916666667,0.740845833333333,-9.529,4.5044
2015-09-05,1.95377679101357,270.032760569332,36.5833333333333,7,-1.953775,0.00111250000000002,2015,0.6,238,15.3333333333333,84.25,12.5208333333333,19.6958333333333,5790,14.6,10,287,-9.563,2.9237,340,"6",-0.831166666666667,-0.28565,-5.9291,1.7676
2015-09-06,1.86390044316078,284.9882248232,50.875,9.125,-1.8004875,0.482045833333333,2015,0.2,239.375,18.125,71.0833333333333,12.075,19.6916666666667,5840,17.2,7.9,285,-7.6308,2.0447,341,"0",-0.432433333333333,-0.883766666666667,-3.0331,-4.0251
2015-09-07,1.93684177029606,287.993061325418,43.25,7.75,-1.84210416666667,0.5983,2015,0.9,237.666666666667,19,67.125,12.1208333333333,19.8625,NA,NA,7.5,286,-7.2095,2.0673,342,"1",-0.435133333333333,-0.329758333333333,-3.1048,-0.141
2015-09-08,1.95093661022509,282.230476167375,40.7826086956522,6.21739130434783,-1.90666086956522,0.413308695652174,2015,0.9,224.666666666667,19.575,77.2083333333333,15.0125,20.2,5880,20.6,7.3,286,-7.0172,2.0122,343,"2",-0.610516666666667,-0.439804166666667,-3.5181,0.0798
2015-09-09,2.39359914647846,273.735477858188,39.25,10.1666666666667,-2.38852083333333,0.155941666666667,2015,0.4,216.083333333333,20.6375,76.75,16.0083333333333,20.7083333333333,5890,23.8,7.3,291,-6.8151,2.6161,344,"3",-0.8196125,-0.617579166666667,-3.1813,-2.1056
2015-09-10,2.06143055517149,293.650118952263,NA,NA,-1.8883,0.826941666666667,2015,0.6,187.75,22.0277777777778,75.5555555555556,16.9444444444444,21.0916666666667,5880,23.8,7.1,290,-6.6718,2.4283,345,"4",-0.892725,0.0482625,-3.7045,0.9443
2015-09-11,2.24011372111081,269.982118172647,NA,NA,-2.24012083333333,-0.000691666666666668,2015,0.5,171.541666666667,21.1173913043478,79.695652173913,17.2478260869565,21.55,5900,24,6.6,252,-6.277,-2.0395,346,"5",-1.57974583333333,-0.148966666666667,-4.3952,-0.4387
2015-09-12,2.37818352154549,281.204850629094,NA,NA,-2.33285416666667,0.462125,2015,0.5,141.083333333333,20.65,82.9166666666667,17.2833333333333,21.4416666666667,5890,22,6.9,288,-6.5623,2.1322,347,"6",-1.179,0.2282,-3.7944,0.9884
2015-09-13,2.93212950666473,271.867068915214,NA,NA,-2.93056666666667,0.0955291666666667,2015,0.6,188.75,18.7875,88.9583333333333,16.8416666666667,21.3833333333333,5860,21,8,272,-7.9951,0.2792,348,"0",-1.935475,0.0511541666666667,-4.6795,0.6244
2015-09-14,1.56491038739519,286.015997031886,NA,NA,-1.504175,0.431775,2015,1.4,118.958333333333,18.9166666666667,89.125,17.0291666666667,21.1958333333333,5780,18.2,8.4,271,-8.3987,0.1466,349,"1",-0.862754166666667,0.106195833333333,-4.4522,1.5941
2015-09-15,4.32149197516819,298.475743615716,26.5833333333333,5.75,-3.798675,2.06043333333333,2015,0.3,119.541666666667,18.0791666666667,85.75,15.5916666666667,21.1125,5770,14.6,9.6,277,-9.5284,1.1699,350,"2",-3.551675,2.11425416666667,-6.6489,4.4847
2015-09-16,4.10450964780823,304.087009459428,78.25,16.6666666666667,-3.39929583333333,2.30036666666667,2015,0.2,204.666666666667,16.4541666666667,75.75,11.7208333333333,19.8875,5790,10.8,13.5,292,-12.517,5.0572,351,"3",-2.41992083333333,1.36237083333333,-11.1395,4.2984
2015-09-17,4.65578047968441,306.625910751069,94.1666666666667,21,-3.73649166666667,2.77758333333333,2015,0.2,201.541666666667,18.3125,71.4583333333333,12.5208333333333,19.6041666666667,5820,12,14,301,-12.0003,7.2105,352,"4",-2.08840833333333,2.5891375,-11.5106,4.5574
2015-09-18,2.47555838557948,333.689109109626,70.5,16.5416666666667,-1.09727083333333,2.2191,2015,0.2,202.375,21.9666666666667,55.125,11.9333333333333,19.8875,5850,16.4,10,298,-8.8295,4.6947,353,"5",-1.23159583333333,3.37104166666667,-9.4629,2.6243
2015-09-19,1.48044300934107,280.90448707847,56.8333333333333,15.875,-1.45371739130435,0.28005652173913,2015,0.3,196.25,21.7952380952381,60.6190476190476,13.1809523809524,20.1208333333333,5890,21,8.1,301,-6.9431,4.1718,354,"6",-0.252695833333333,-0.886629166666667,-3.3969,1.6421
2015-09-20,2.09420031263773,289.684870348384,39.375,13.4166666666667,-1.97181666666667,0.7054125,2015,0.4,187.958333333333,22.99,59,13.905,20.6333333333333,5870,22,8,273,-7.989,0.4187,355,"0",-0.406945833333333,0.0700291666666667,1.1693,2.7844
2015-09-21,3.1268215603777,256.75182458864,40.0833333333333,12.0833333333333,-3.0436125,-0.7165875,2015,0.4,183.541666666667,21.0791666666667,78,16.85,20.8833333333333,5860,24.2,12.4,224,-8.6138,-8.9198,356,"1",-1.1465,-1.01215,-4.4847,-6.6489
2015-09-22,3.95667574228544,275.069367865107,33.5833333333333,9.91666666666667,-3.9412,0.349629166666667,2015,0.2,185.333333333333,19.6041666666667,85.4166666666667,17.0125,21.1625,5840,21.6,9.4,271,-9.3986,0.1641,357,"2",-2.0805,-0.111316666666667,-5.4434,1.3572
2015-09-23,1.78797441373341,255.864654828648,30.5416666666667,6.54166666666667,-1.73382916666667,-0.436641666666667,2015,0.5,187.5,18.3958333333333,84.7916666666667,15.5625,20.8958333333333,5860,19.6,10.3,280,-10.1435,1.7886,358,"3",-0.799166666666667,-0.579841666666667,-4.9643,0.3558
2015-09-24,1.30571003547294,282.21728442793,47.1666666666667,8.25,-1.27614583333333,0.276308333333333,2015,0.3,185.833333333333,20.9565217391304,70.8260869565217,14.3086956521739,20.4666666666667,5890,23.2,9.2,276,-9.1496,0.9617,359,"4",-0.418379166666667,-0.4211375,-3.5558,-0.9861
2015-09-25,1.58453129737841,268.410958798161,37.0434782608696,7.8695652173913,-1.58393333333333,-0.0439375,2015,0.4,183.583333333333,19.225,86.4583333333333,16.7,20.6458333333333,5890,23.2,8.7,275,-8.6669,0.7583,360,"5",-0.664516666666667,-0.507879166666667,-4.5456,-0.1111
2015-09-26,2.23275651389032,219.640306421705,36,7.08333333333333,-1.42442083333333,-1.71935,2015,0.3,181.708333333333,18.2041666666667,88,16.0333333333333,20.4541666666667,5880,22,11.1,256,-10.7703,-2.6853,361,"6",-0.505804166666667,-1.19579583333333,-6.3283,-1.8986
2015-09-27,1.72627735169341,247.629137417312,33.25,6.70833333333333,-1.59635833333333,-0.657016666666667,2015,0.2,163.833333333333,17.5291666666667,91.1666666666667,16.0125,20.3458333333333,5860,20.8,7.6,275,-7.5711,0.6624,362,"0",-1.01562083333333,-0.520404166666667,-4.8775,0.8952
2015-09-28,2.06093988058008,286.177465100445,32.5,7.5,-1.97934583333333,0.5742,2015,0.4,171.958333333333,17.9916666666667,88.4166666666667,15.9125,20.5583333333333,5860,19.2,9.6,282,-9.3902,1.996,363,"1",-1.1181125,0.902391666666667,-5.3506,1.2156
2015-09-29,2.90944694549344,305.651383508809,50.625,10.0833333333333,-2.36415,1.69578333333333,2015,0.3,175.458333333333,18.0666666666667,81.9166666666667,14.7083333333333,20.3208333333333,5870,18.2,11,289,-10.4007,3.5812,364,"2",-1.62572916666667,1.6447875,-8.6239,3.9848
2015-09-30,3.20698139428004,310.966173571788,95.4166666666667,21.75,-2.42158333333333,2.10255416666667,2015,0,190.916666666667,19.7,66.9166666666667,12.4125,20.05,5860,19,13.6,304,-11.2749,7.605,365,"3",-2.36375833333333,1.2695875,-11.0413,4.4386
2015-10-01,3.50035252292425,306.174174441256,43.5416666666667,8.625,-2.82557916666667,2.06605416666667,2015,0.3,175.75,19.1,78.5,15.0291666666667,20.0958333333333,5790,15.2,11,281,-10.7979,2.0989,366,"4",-2.43982083333333,0.919129166666667,-10.5416,2.1064
2015-10-02,4.37530619286128,311.152733444598,57.2916666666667,14,-3.29442083333333,2.87924166666667,2015,0.3,177.416666666667,18.7375,78.25,14.5125,19.8958333333333,5820,12,12.9,298,-11.39,6.0562,367,"5",-2.67250833333333,2.10624166666667,-10.8806,3.3681
2015-10-03,4.39243977509891,287.30503738267,40.7083333333333,12.7083333333333,-4.19360416666667,1.306575,2015,0.1,156.791666666667,15.8916666666667,86.2916666666667,13.5125,19.4541666666667,NA,NA,11.5,274,-11.472,0.8022,368,"6",-3.00314166666667,1.32041666666667,-8.3068,3.7158
2015-10-04,1.69022630975123,196.419221460964,22.8333333333333,7,-0.477770833333333,-1.62129583333333,2015,0.3,145.291666666667,16.6458333333333,77.2916666666667,12.4541666666667,19.2833333333333,5640,6,9.9,257,-9.6463,-2.227,369,"0",-1.07612083333333,-1.3752125,-7.2093,-2.2593
2015-10-05,1.49296787929941,289.060827039282,20.5,6.375,-1.41112083333333,0.487554166666667,2015,0,172.791666666667,16.9,78.5,12.8333333333333,19.0583333333333,5670,9.2,9.8,276,-9.7463,1.0244,370,"1",0.0890416666666666,-0.102179166666667,-4.0888,0.5819
2015-10-06,2.33822006962738,297.951322257408,24.5416666666667,5.83333333333333,-2.065475,1.09597916666667,2015,0.4,171.125,17.3791666666667,79.375,13.5458333333333,18.9958333333333,5780,12.4,10.1,291,-9.4292,3.6195,371,"2",-0.994295833333333,0.757283333333333,-6.6783,2.9455
2015-10-07,1.64904511279928,289.524935994157,52.8333333333333,13.25,-1.55422083333333,0.5511375,2015,0,169,17.7041666666667,84.4583333333333,14.8166666666667,19.2375,5870,16.6,7.9,285,-7.6308,2.0447,372,"3",-1.54389583333333,0.860995833333333,-10.748,2.2454
2015-10-08,1.2221564459658,311.204033253701,58.1304347826087,15.0869565217391,-0.919516666666667,0.805075,2015,0.3,163.916666666667,20.2,74.9583333333333,14.8083333333333,19.5541666666667,5930,20.4,9.1,311,-6.8679,5.9701,373,"4",-0.809545833333333,0.407983333333333,-8.5466,4.2612
2015-10-09,1.05237383728889,252.273820356169,56.0416666666667,14.9583333333333,-1.00240416666667,-0.3204125,2015,0.3,169.875,19.95,75.4166666666667,15,19.7708333333333,5940,23.4,8.2,282,-8.0208,1.7049,374,"5",-0.540341666666667,0.1276,-6.0045,3.7229
2015-10-10,1.68012280997319,280.040013374278,36.0833333333333,9,-1.6543875,0.2929,2015,0.4,167,18.4541666666667,84.5416666666667,15.6541666666667,19.7625,5910,23.2,7.9,299,-6.9095,3.83,375,"6",-0.596420833333333,-0.3180875,-4.8461,2.0272
2015-10-11,1.16731177837836,283.66307125176,31.875,7,-1.13427916666667,0.275725,2015,0.6,167.708333333333,18.4958333333333,84.7083333333333,15.4791666666667,19.7458333333333,5890,21.4,7.8,294,-7.1257,3.1725,376,"0",-0.272008333333333,0.01335,-4.4648,1.331
2015-10-12,0.769302960728159,316.747832897533,45.5833333333333,10.25,-0.5271375,0.560316666666667,2015,0.6,165,20.2583333333333,75.7916666666667,15.1791666666667,19.8375,5880,22.6,6.3,281,-6.1843,1.2021,377,"1",0.0426208333333333,-0.138545833333333,-3.5042,0.53
2015-10-13,2.27103495579177,283.275888194788,36.75,7.16666666666667,-2.2103375,0.521525,2015,0.3,149.25,23.4583333333333,68.8333333333333,16.8,20.4666666666667,5870,21.2,7.8,265,-7.7703,-0.6798,378,"2",-0.724354166666667,0.592991666666667,-2.5879,3.1283
2015-10-14,2.02962591297437,276.444438299386,19.75,5.125,-2.01680416666667,0.227808333333333,2015,1.9,128.25,20.3458333333333,92.7083333333333,19.0458333333333,21.0208333333333,5830,18,7.9,282,-7.7274,1.6425,379,"3",-0.83905,-0.0757,-2.6411,-0.1615
2015-10-15,1.6659894023692,280.041913777037,22.8333333333333,5.45833333333333,-1.6404625,0.290504166666667,2015,1.6,87.3333333333333,18.6958333333333,94.5833333333333,17.775,20.8833333333333,5770,15.6,6.1,291,-5.6948,2.186,380,"4",-1.215675,0.280325,-4.8186,1.8981
2015-10-16,2.31252844959173,292.000552789543,20.0833333333333,6.20833333333333,-2.144125,0.866316666666667,2015,0.2,68.4166666666667,18.2666666666667,93.2083333333333,17.1333333333333,20.5166666666667,5750,14.2,7.7,281,-7.5585,1.4692,381,"5",-1.44040416666667,1.08234166666667,-4.5632,1.5891
2015-10-17,2.81306340240618,305.714100536754,25.125,5.75,-2.28403333333333,1.6421125,2015,0.3,63.2916666666667,17.7958333333333,89.25,15.9416666666667,20.2125,NA,NA,9.5,289,-8.9824,3.0929,382,"6",-1.87970416666667,1.91458333333333,-7.5598,4.0366
2015-10-18,4.67180411567047,303.114568236073,79.7916666666667,14.3478260869565,-3.913,2.55226666666667,2015,0.5,166.125,17.8041666666667,83.9583333333333,14.9041666666667,19.8208333333333,5710,13,15.5,299,-13.5566,7.5145,383,"0",-3.3547625,2.34033333333333,-11.2837,5.2138
2015-10-19,3.93583448900007,300.530516855879,55.2083333333333,10.4166666666667,-3.39017916666667,1.99939166666667,2015,0.2,148.291666666667,16.6625,83.5,13.7125,19.1375,5710,9,14.2,302,-12.0423,7.5249,384,"1",-2.7937,1.87910416666667,-10.8177,4.8617
2015-10-20,3.97230899728914,308.355345865025,58.5652173913044,12.9130434782609,-3.1149875,2.4649625,2015,0,157.333333333333,17.5833333333333,76.7083333333333,13.1083333333333,18.9875,5710,10.8,12.8,291,-11.9498,4.5871,385,"2",-2.10309166666667,2.5561125,-11.5609,4.8835
2015-10-21,1.46128079918408,269.841943491664,37.875,8.625,-1.46127083333333,-0.00402916666666666,2015,0.3,153.916666666667,17.275,79.7916666666667,13.4625,18.75,5770,15.4,9.4,292,-8.7155,3.5213,386,"3",0.195741666666667,-0.170279166666667,-4.8943,1.6281
2015-10-22,1.84695086994935,279.164880073211,26.2916666666667,6.70833333333333,-1.823375,0.294166666666667,2015,0.2,152.333333333333,16,90.0416666666667,14.2541666666667,19.1083333333333,5780,15.4,7.7,277,-7.6426,0.9384,387,"4",-0.266566666666667,0.6265125,-4.265,1.7232
2015-10-23,1.23773925714088,296.943872777725,34.8333333333333,9.70833333333333,-1.10339583333333,0.560833333333333,2015,0.4,149.541666666667,16.5916666666667,88.3333333333333,14.5,19.0083333333333,5790,15.2,7.6,286,-7.3056,2.0948,388,"5",0.181125,-0.0464791666666667,-3.3592,0.9127
2015-10-24,0.548716920292607,281.732161363167,37.7083333333333,11.1666666666667,-0.537266666666667,0.111575,2015,0.4,138.333333333333,17.5375,81.625,13.7416666666667,18.875,5820,17.4,7.2,285,-6.9547,1.8635,389,"6",0.188470833333333,-0.3282,-2.6471,2.2529
2015-10-25,0.508450497136707,309.91202867656,38.3333333333333,10.4583333333333,-0.389995833333333,0.326225,2015,0.2,111.458333333333,17.3208333333333,81.5,13.7291666666667,18.8958333333333,5800,18,8.7,298,-7.6816,4.0844,390,"0",0.0348541666666667,0.141120833333333,-4.6019,3.1628
2015-10-26,0.566880317126411,260.383580185219,36.7083333333333,10.5833333333333,-0.5589125,-0.0946958333333333,2015,0.6,160.125,16.7666666666667,82.9166666666667,13.3416666666667,18.6208333333333,5800,19,7.8,285,-7.5342,2.0188,391,"1",0.438341666666667,-0.987379166666667,2.4406,-2.39
2015-10-27,0.863421756659859,276.077807609338,22.7916666666667,8.75,-0.858566666666667,0.0914166666666667,2015,0.1,122,16.3166666666667,85.9583333333333,13.7,18.6208333333333,5820,17.2,7.9,270,-7.9,0,392,"2",-0.198841666666667,-0.2600375,-4.1216,3.3495
2015-10-28,4.28084689660931,303.002686020391,86.4583333333333,15.0416666666667,-3.59011666666667,2.33168333333333,2015,0.3,149.958333333333,18.775,79.4583333333333,14.8833333333333,19.0041666666667,5750,16.6,12.3,305,-10.0756,7.055,393,"3",-4.445475,2.35755,-10.9479,4.7149
2015-10-29,3.4395901734366,310.669527945143,69.0869565217391,16.1304347826087,-2.60887083333333,2.24157083333333,2015,0.1,151.791666666667,17.4708333333333,70.1666666666667,11.7791666666667,18.5166666666667,5740,10,11.9,301,-10.2003,6.129,394,"4",-2.43195833333333,3.4381125,-10.5107,4.592
2015-10-30,2.00351009832663,312.374621861342,49.2083333333333,12.8333333333333,-1.48010833333333,1.35032083333333,2015,0.1,150.166666666667,17.5458333333333,61.5416666666667,9.54166666666667,18.0375,5790,15.6,10.6,301,-9.086,5.4594,395,"5",-0.9214625,0.631516666666667,-8.2598,2.6679
2015-10-31,1.28972001345142,322.515141543711,51.7916666666667,13.2916666666667,-0.7848625,1.0234125,2015,0.3,150.208333333333,20.2333333333333,53.2916666666667,9.1375,18.0958333333333,5850,21.2,9.8,309,-7.616,6.1673,396,"6",-0.602504166666667,0.5675625,-8.6615,3.1013
2015-11-01,1.62179073670027,289.349087819141,31.75,8.625,-1.53019166666667,0.537320833333333,2015,0.3,148.958333333333,15.6333333333333,89.875,13.8916666666667,18.05,5860,19.4,9.3,278,-9.2095,1.2943,397,"0",-0.591975,0.283233333333333,-7.1023,3.5721
2015-11-02,0.727438368628025,336.234498641614,13.25,5.33333333333333,-0.293154166666667,0.665758333333333,2015,6.6,31.5416666666667,13.4125,92.4583333333333,12.2041666666667,17.7958333333333,5740,13.8,8,299,-6.997,3.8785,398,"1",-0.367591666666667,0.616225,0.5457,-10.0752
2015-11-03,1.68251996207195,311.71018704084,22.4090909090909,8.1304347826087,-1.25604347826087,1.11949130434783,2015,0.1,142.625,12.5083333333333,83.2083333333333,9.60416666666667,16.8083333333333,5540,3.8,10.1,303,-8.4706,5.5009,399,"2",-1.07080833333333,1.22225833333333,-9.2919,4.0595
2015-11-04,2.06595302371753,308.638436119491,40.4583333333333,11.9166666666667,-1.6137125,1.28998333333333,2015,0,148.25,12.1041666666667,71.0416666666667,6.69166666666667,16.2583333333333,5610,3.4,11.6,296,-10.426,5.0851,400,"3",-0.845429166666667,1.00879583333333,-9.2786,4.4257
2015-11-05,1.1251301508673,304.040092008637,21.5,11.75,-0.932333333333333,0.629816666666667,2015,0,141.5,13.1708333333333,57.4166666666667,4.65416666666667,15.775,5720,5,8.1,288,-7.7036,2.503,401,"4",-0.283479166666667,0.7306875,-6.1967,2.6815
2015-11-06,1.34760707057919,323.886603853383,26.7916666666667,14.7083333333333,-0.794266666666667,1.08865833333333,2015,0,146.208333333333,16.2666666666667,43.75,3.4,15.75,5760,7.4,9,278,-8.9124,1.2526,402,"5",0.3020375,3.10337916666667,-7.888,2.5174
2015-11-07,0.122956137557222,132.510924723314,33.0833333333333,16.25,0.0906375,-0.0830916666666667,2015,0.2,147.5,14.1083333333333,61.0416666666667,6.03333333333333,15.7041666666667,5780,11.8,6.8,286,-6.5366,1.8743,403,"6",0.8979625,-0.533416666666667,3.2757,-2.4239
2015-11-08,1.81400498888089,306.054863384075,17.7083333333333,6.79166666666667,-1.4665375,1.06764583333333,2015,4.8,142.75,13.1625,74.4583333333333,8.4625,15.5166666666667,5730,10.8,9.4,284,-9.1208,2.2741,404,"0",-1.07332916666667,0.897408333333333,-6.5839,5.3126
2015-11-09,0.598313270114001,243.87198527329,11.7083333333333,6,-0.537170833333333,-0.263491666666667,2015,3.2,119.291666666667,12.6416666666667,87.6666666666667,10.4958333333333,15.8583333333333,5630,4,6,265,-5.9772,-0.5229,405,"1",0.0749347826086957,0.198673913043478,-4.0969,3.1551
2015-11-10,1.92564547616625,313.805134574038,15.4166666666667,6.625,-1.38973333333333,1.33295,2015,0.2,143.5,11.5083333333333,77.1666666666667,7.3625,15.3666666666667,5540,2,10,295,-9.0631,4.2262,406,"2",-0.5451375,1.4556625,-7.459,3.9493
2015-11-11,2.32965165681921,335.809061717772,14.0833333333333,8.04166666666667,-0.954645833333333,2.12507083333333,2015,0.1,145.958333333333,14.1333333333333,51.4583333333333,3.925,15.0916666666667,5750,7.8,8.2,302,-6.954,4.3453,407,"3",0.294666666666667,4.0392,2.1183,6.698
2015-11-12,2.5199260820564,10.2504413498453,12.125,8.70833333333333,0.448416666666667,2.47970833333333,2015,0,143.875,16.1375,38.7083333333333,1.5875,14.7916666666667,5750,11.6,4.9,337,-1.9146,4.5105,408,"4",1.70187083333333,4.483325,-3.8108,5.5034
2015-11-13,0.418918303218176,195.351522622891,30.0833333333333,13.625,-0.110908333333333,-0.403979166666667,2015,0.1,143.291666666667,14.1541666666667,58.0833333333333,5.36666666666667,14.8625,5760,14.2,6,287,-5.7378,1.7542,409,"5",0.788733333333333,-0.931283333333333,3.5246,-2.4771
2015-11-14,0.497796157836323,330.874672222331,30.125,11.875,-0.2422875,0.43485,2015,0.1,140.583333333333,13.2833333333333,65.3333333333333,5.99583333333333,14.775,5750,14,5.5,266,-5.4866,-0.3837,410,"6",0.327645833333333,0.0335958333333333,3.5076,-0.6374
2015-11-15,3.9396916476911,317.037188593994,22.25,10.75,-2.68498333333333,2.88305,2015,4.7,83.4166666666667,11.5875,82.7916666666667,8.6125,14.8041666666667,5630,8,13.3,304,-11.0262,7.4373,411,"0",-2.2099,2.36466666666667,-9.6944,8.9145
2015-11-16,3.72008004318625,340.659739992085,14.2173913043478,8.30434782608696,-1.23200833333333,3.51014583333333,2015,0,139.458333333333,11.1125,47.7916666666667,-0.170833333333333,13.9625,5550,-1.1,9.1,324,-5.3488,7.3621,412,"1",-1.6282,6.16522083333333,-9.3931,9.1025
