"Parameter"|"Parameter.Name"
16777|"Di-n-butyl-phthalate--(TSP)-STP"
16778|"Di-n-octyl-phthalate--(TSP)-STP"
16774|"Diallate--(TSP)-STP"
82151|"Dibenz(A-H)Anthracene-PM10-STP"
18202|"Dibenzofuran-(TSP)-STP"
17231|"Dibenzo[a,h]anthracene-(TSP)-STP"
17902|"Dibenzo[b,e][1,4]dioxin,2,3,7,8-tetrachloro-(TSP)-STP"
43832|"Dibromochloromethane"
43805|"Dibromomethane"
17810|"Dichlorobiphenyl-(TSP)-STP"
43823|"Dichlorodifluoromethane"
43352|"Dichloroethyl-ether"
43360|"dichlorofluoromethane"
43802|"Dichloromethane"
17805|"Dichlorophenol-(TSP)-STP"
43852|"Dichlorotetrafluoroethane"
43165|"Dieldrin"
16775|"Diethyl-phthalate--(TSP)-STP"
43356|"Diethylene-glycol"
16776|"Dimethyl-phthalate--(TSP)-STP"
43915|"DIMETHYL-SULFIDE"
16779|"Dinoseb--(TSP)-STP"
16780|"Diphenylamine--(TSP)-STP"
43522|"Dodecanal"
43330|"Dodecene"
65401|"Dry-deposition"
43816|"Duplicate-use-43839"
43158|"Dursban"
25101|"Dustfall-Combustible-(SP)"
72301|"Dyed-fabric-#1"
72302|"Dyed-fabric-#2"
72303|"Dyed-fabric-#3"
72304|"Dyed-fabric-#4"
72305|"Dyed-fabric-#5"
72306|"Dyed-fabric-#6"
72307|"Dyed-fabric-#7"
72308|"Dyed-fabric-#8"
72309|"Dyed-fabric-#9"
88307|"EC-CSN-PM2.5-LC-TOT"
84307|"EC-CSN-PM2.5-STP-TOT"
85380|"EC-CSN_rev-Unadjusted-PM10-LC-TOR"
85357|"EC-CSN_rev-Unadjusted-PM10-LC-TOT"
86380|"EC-CSN_rev-Unadjusted-PM10-2.5-LC-TOR"
86357|"EC-CSN_rev-Unadjusted-PM10-2.5-LC-TOT"
88380|"EC-CSN_Rev-Unadjusted-PM2.5-LC-TOR"
88357|"EC-CSN_Rev-Unadjusted-PM2.5-LC-TOT"
88321|"EC-PM2.5-LC-TOR"
88381|"EC-PM2.5-LC-TOT"
85383|"EC1-CSN_rev-Unadjusted-PM10-LC"
86383|"EC1-CSN_rev-Unadjusted-PM10-2.5-LC"
88383|"EC1-CSN_Rev-Unadjusted-PM2.5-LC"
88329|"EC1-PM2.5-LC"
85384|"EC2-CSN_rev-Unadjusted-PM10-LC"
86384|"EC2-CSN_rev-Unadjusted-PM10-2.5-LC"
88384|"EC2-CSN_Rev-Unadjusted-PM2.5-LC"
88330|"EC2-PM2.5-LC"
85385|"EC3-CSN_rev-Unadjusted-PM10-LC"
86385|"EC3-CSN_rev-Unadjusted-PM10-2.5-LC"
88385|"EC3-CSN_Rev-Unadjusted-PM2.5-LC"
88331|"EC3-PM2.5-LC"
88323|"EH-IMPROVE-PM2.5-LC"
68109|"Elapsed-Sample-Time"
88343|"Elemental-Carbon-Extinction-PM2.5-LC"
82307|"Elemental-Carbon-PM10-STP"
43157|"Endosulfan"
43175|"Endosulfan-1-(alpha)"
43163|"Endosulfan-2"
43168|"Endosulfan-sulfate"
43164|"Endrin"
43161|"Endrin-aldehyde"
43152|"Endrin-ketone"
43607|"Epichlorohydrin"
16901|"Epichlorohydrin(DUP)"
43202|"Ethane"
43599|"Ethane-&-acetylene"
43209|"Ethyl-acetate"
43438|"Ethyl-acrylate"
43302|"Ethyl-alcohol"
43862|"Ethyl-bromide"
43442|"Ethyl-methacrylate"
16781|"Ethyl-methanesulfonate--(TSP)-STP"
43219|"Ethylacetylene"
45203|"Ethylbenzene"
43296|"Ethylcyclohexane"
43203|"Ethylene"
43126|"Ethylene-&-acetylene"
43843|"Ethylene-dibromide"
43815|"Ethylene-dichloride"
43601|"Ethylene-oxide"
43340|"Ethyne-&-isobutane"
12121|"Europium-(TSP)-STP"
88121|"Europium-PM2.5-LC"
17201|"Fluoranthene-(TSP)-STP"
17162|"Fluoranthene-D10-(TSP)-STP"
17149|"Fluorene-(TSP)-STP"
17161|"Fluorene-D10-(TSP)-STP"
12209|"Fluoride-(paper-samplers)"
65315|"Fluoride-(precip)"
12202|"Fluoride-(TSP)-STP"
12208|"Fluoride-(vegation)"
42513|"Fluoride-ion"
82202|"Fluoride-PM10-STP"
43502|"Formaldehyde"
43207|"Freon-113"
43208|"Freon-114"
16916|"Freon-12"
43849|"Freon-23"
46401|"Furan,-tetrahydro-"
88392|"Galactosan-PM2.5-LC"
83130|"Gallium-(PM10)"
14124|"Gallium-(TSP)-LC"
12124|"Gallium-(TSP)-STP"
85124|"Gallium-PM10-LC"
82124|"Gallium-PM10-STP"
88124|"Gallium-PM2.5-LC"
14125|"Germanium-(TSP)-LC"
12125|"Germanium-(TSP)-STP"
85125|"Germanium-PM10-LC"
88125|"Germanium-PM2.5-LC"
14143|"Gold-(TSP)-LC"
12143|"Gold-(TSP)-STP"
85143|"Gold-PM10-LC"
88143|"Gold-PM2.5-LC"
43154|"Guthion"
12127|"Hafnium-(TSP)-STP"
88127|"Hafnium-PM2.5-LC"
43848|"Halocarbon-134a"
43170|"Heptachlor"
43151|"Heptachlor-epoxide"
17815|"Heptachlorobiphenyl-(TSP)-STP"
43950|"Heptanal"
43264|"Heptane"
17804|"Hexachlorobenzene-(TSP)-STP"
17814|"Hexachlorobiphenyl-(TSP)-STP"
43844|"Hexachlorobutadiene"
16782|"Hexachlorobutadiene--(TSP)-STP"
16826|"Hexachlorocyclopentadiene-(TSP)-STP"
16807|"Hexachloroethane-(TSP)-STP"
16783|"Hexachloropropene--(TSP)-STP"
16714|"Hexamethylene-diisocyanate"
43511|"HEXANAL"
43517|"Hexanaldehyde"
42301|"Hydrobromic-acid"
42302|"Hydrochloric-acid"
42303|"Hydrofluoric-acid"
42607|"Hydrogen-cyanide"
12602|"Hydrogen-ion-conc-(TSP)-STP"
88337|"Hydrogen-PM2.5-LC"
42402|"Hydrogen-sulfide"
42304|"Hydronium-ion"
43952|"Indan"
82243|"Indeno[1,2,3-cd]-pyrene-PM10-STP"
17243|"Indeno[1,2,3-cd]pyrene-(TSP)-STP"
83129|"Indium-(PM10)"
14131|"Indium-(TSP)-LC"
12131|"Indium-(TSP)-STP"
85131|"Indium-Pm10-Lc"
82131|"Indium-PM10-STP"
86131|"Indium-PM10-2.5-LC"
88131|"Indium-PM2.5-LC"
62107|"Indoor-Temperature"
88364|"Infrared-PM-2.5-Carbon-at-950-nm"
63303|"Infrared-Radiation"
21113|"Inorganic-Fractn-(SP)"
12204|"Iodide-(TSP)-STP"
12133|"Iridium-(TSP)-STP"
88133|"Iridium-PM2.5-LC"
65334|"Iron-(precip)"
22126|"Iron-(SP)"
14126|"Iron-(TSP)-LC"
12126|"Iron-(TSP)-STP"
11350|"Iron---56-(TSP)"
11358|"Iron---57-(TSP)"
85126|"Iron-PM10-LC"
82126|"Iron-PM10-STP"
86126|"Iron-PM10-2.5-LC"
83126|"Iron-PM10-2.5-STP"
88126|"Iron-PM2.5-LC"
84126|"Iron-PM2.5-STP"
43214|"Isobutane"
43270|"Isobutene"
43127|"Isobutene-&-1-butene"
43512|"Isobutyraldehyde"
16784|"Isodrin--(TSP)-STP"
43111|"Isomers-of-dodecane"
45104|"Isomers-of-ethyltoluene"
43121|"Isomers-of-pentene"
43221|"Isopentane"
43341|"Isopentane-&-cyclopentane"
16914|"Isophorone-(TSP)-STP"
43243|"Isoprene"
45210|"Isopropylbenzene"
16785|"Isosafrole--(TSP)-STP"
43513|"Isovaleraldehyde"
83147|"Lanthanum-(PM10)"
12146|"Lanthanum-(TSP)-STP"
82146|"Lanthanum-PM10-STP"
88146|"Lanthanum-PM2.5-LC"
61202|"Lapse-Rate"
65337|"Lead-(precip)"
22128|"Lead-(SP)"
14129|"Lead-(TSP)-LC"
14128|"Lead-(TSP)-LC-Non-FRM/FEM"
12128|"Lead-(TSP)-STP"
11351|"Lead---208-(TSP)"
85128|"Lead-PM10-LC"
85129|"Lead-PM10-LC-FRM/FEM"
82128|"Lead-PM10-STP"
86128|"Lead-PM10-2.5-LC"
83128|"Lead-PM10-2.5-STP"
88128|"Lead-PM2.5-LC"
84128|"Lead-PM2.5-STP"
12129|"Lead-210-(TSP)-STP"
88390|"Levoglucosan-PM2.5-LC"
63102|"Light-Absorption-Coeffiecient"
11203|"Light-scatter"
11207|"Light-scatter-(miles-visibility)"
11206|"Light-scatter-(ug/m3)"
43255|"Limonene"
43137|"Lindane"
45506|"m-&-p-Tolualdehyde"
16786|"m-and-p-Cresol--(TSP)-STP"
43379|"m(and-p)-Ethyltoluene"
45111|"m(and-p)-Xylene-&-bromoform"
17302|"m-Cresol-(TSP)-STP"
45218|"m-Diethylbenzene"
45212|"m-Ethyltoluene"
45508|"m-Tolualdehyde"
45205|"m-Xylene"
45116|"m/p-Ethyltoluene"
45109|"m/p-Xylene"
65313|"Magnesium-(precip)"
14140|"Magnesium-(TSP)-LC"
12140|"Magnesium-(TSP)-STP"
85140|"Magnesium-PM10-LC"
82140|"Magnesium-PM10-STP"
86140|"Magnesium-PM10-2.5-LC"
88140|"Magnesium-PM2.5-LC"
84140|"Magnesium-PM2.5-STP"
43169|"Malathion"
65335|"Manganese-(precip)"
22132|"Manganese-(SP)"
14132|"Manganese-(TSP)-LC"
12132|"Manganese-(TSP)-STP"
11352|"Manganese---55-(TSP)"
85132|"Manganese-PM10-LC"
82132|"Manganese-PM10-STP"
86132|"Manganese-PM10-2.5-LC"
83132|"Manganese-PM10-2.5-STP"
88132|"Manganese-PM2.5-LC"
84132|"Manganese-PM2.5-STP"
88391|"Mannosan-PM2.5-LC"
65429|"Mercury-(deposition)"
84242|"Mercury-(PM2.5-STP-particulate-bound)"
65329|"Mercury-(precip)"
42243|"Mercury-(Reactive-Gaseous)"
22142|"Mercury-(SP)"
14142|"Mercury-(TSP)-LC"
12142|"Mercury-(TSP)-STP"
42242|"Mercury-(vapor)"
92142|"Mercury-compounds"
85142|"Mercury-PM10-LC"
82142|"Mercury-PM10-STP"
83142|"Mercury-PM10-2.5-STP"
88142|"Mercury-PM2.5-LC"
84142|"Mercury-PM2.5-STP"
43515|"Methacrolein"
43201|"Methane"
43301|"Methanol"
43153|"Methoxychlor"
43559|"Methyl-Butyl-Ketone"
43814|"Methyl-chloroform"
43552|"Methyl-ethyl-ketone"
43549|"Methyl-ethyl-ketone-&-methacrolein"
43808|"Methyl-Iodide"
16521|"Methyl-isoamyl-ketone"
43560|"Methyl-isobutyl-ketone"
43901|"Methyl-mercaptan"
43441|"Methyl-methacrylate"
16787|"Methyl-methanesulfonate--(TSP)-STP"
43160|"Methyl-Parathion"
43372|"Methyl-tert-butyl-ether"
43558|"Methyl-Vinyl-Ketone"
43261|"Methylcyclohexane"
43262|"Methylcyclopentane"
43346|"Methylcyclopentane-&-2,4-dimethylpentane"
45250|"Methylstyrene"
61301|"Mixing-Height"
61302|"Mixing-Speed"
17028|"Mixture-PCB-105/132/153-(TSP)-STP"
17029|"Mixture-PCB-135/144-(TSP)-STP"
17030|"Mixture-PCB-138/163-(TSP)-STP"
17020|"Mixture-PCB-15/17-(TSP)-STP"
17031|"Mixture-PCB-170/190-(TSP)-STP"
17032|"Mixture-PCB-171/202-(TSP)-STP"
17021|"Mixture-PCB-18/32-(TSP)-STP"
17033|"Mixture-PCB-203/196-(TSP)-STP"
17034|"Mixture-PCB-208/195-(TSP)-STP"
17022|"Mixture-PCB-28/31-(TSP)-STP"
17023|"Mixture-PCB-37/42-(TSP)-STP"
17018|"Mixture-PCB-4/10-(TSP)-STP"
17024|"Mixture-PCB-41/71/64-(TSP)-STP"
17025|"Mixture-PCB-47/48-(TSP)-STP"
17026|"Mixture-PCB-56/60-(TSP)-STP"
17019|"Mixture-PCB-7/-9-(TSP)-STP"
17027|"Mixture-PCB-77/110-(TSP)-STP"
65134|"Molybdenum-(precip)"
12134|"Molybdenum-(TSP)-STP"
11353|"Molybdenum---98-(TSP)"
85134|"Molybdenum-PM10-LC"
82135|"Molybdenum-PM10-STP"
82134|"Molybdenum-PM10-STP-"
83134|"Molybdenum-PM10-2.5-STP"
88134|"Molybdenum-PM2.5-LC"
84134|"Molybdenum-PM2.5-STP"
14134|"Molybdenum(TSP)-LC"
43307|"n-Amyl-alcohol"
43212|"n-Butane"
43440|"n-Butyl-acrylate"
43305|"n-Butyl-alcohol"
43238|"n-Decane"
43348|"n-Decane-&-1,2,4-trimethylbenzene"
43141|"n-Dodecane"
43232|"n-Heptane"
16210|"n-Hexadecane"
43231|"n-Hexane"
45234|"n-Hexylbenzene"
16789|"N-Nitrosodibutylamine--(TSP)-STP"
16790|"N-Nitrosodiethylamine--(TSP)-STP"
16722|"N-Nitrosodimethylamine-(TSP)-STP"
16791|"N-Nitrosodipropylamine--(TSP)-STP"
16792|"N-Nitrosomethylethylamine--(TSP)-STP"
16793|"N-Nitrosopiperidine--(TSP)-STP"
16794|"N-Nitrosopyrrolidine--(TSP)-STP"
43235|"n-Nonane"
43233|"n-Octane"
43130|"n-Octane-&-trans-1,3-dichloropropylene"
43260|"n-Pentadecane"
43220|"n-Pentane"
43323|"n-Pinene-&-benzaldehyde"
43434|"n-Propyl-acetate"
43303|"n-Propyl-alcohol"
45209|"n-Propylbenzene"
43259|"n-Tetradecane"
43143|"n-Tridecane"
43954|"n-Undecane"
45850|"Naphthalene"
17141|"Naphthalene-(TSP)-STP"
63305|"Net-radiation"
65336|"Nickel-(precip)"
22136|"Nickel-(SP)"
14136|"Nickel-(TSP)-LC"
12136|"Nickel-(TSP)-STP"
11359|"Nickel---58-(TSP)"
11354|"Nickel---60-(TSP)"
85136|"Nickel-PM10-LC"
82136|"Nickel-PM10-STP"
86136|"Nickel-PM10-2.5-LC"
83136|"Nickel-PM10-2.5-STP"
88136|"Nickel-PM2.5-LC"
84136|"Nickel-PM2.5-STP"
12147|"Niobium-(TSP)-STP"
88147|"Niobium-PM2.5-LC"
65321|"Nitrate-(precip)"
22306|"Nitrate-(SP)"
14306|"Nitrate-(TSP)-LC"
12306|"Nitrate-(TSP)-STP"
82306|"Nitrate-PM10-STP"
84306|"Nitrate-PM2.5-STP"
82356|"Nitrate-PM2.5-STP-"
42305|"Nitric-acid"
42601|"Nitric-oxide-(NO)"
42609|"Nitrite"
65343|"Nitrite-(precip)"
12309|"Nitrite-(TSP)-STP"
88338|"Nitrite-PM2.5-LC"
45705|"Nitrobenzene"
16788|"Nitrobenzene-(TSP)-STP"
42602|"Nitrogen-dioxide-(NO2)"
42308|"Nitrous-acid"
42605|"NITROUS-OXIDE"
85310|"Non-volatile-nitrate-PC10-LC"
86310|"Non-volatile-nitrate-PM10-2.5-LC"
88310|"Non-volatile-Nitrate-PM2.5-LC"
17817|"Nonachlorobiphenyl-(TSP)-STP"
43524|"Nonanal"
42612|"NOy---NO"
42611|"NOZ"
72501|"Nylon-deterioration"
17301|"o-Cresol-(TSP)-STP"
45217|"o-Diethylbenzene"
45211|"o-Ethyltoluene"
45505|"o-Tolualdehyde"
17710|"o-Toluidine-(TSP)-STP"
45204|"o-Xylene"
45112|"o-Xylene-&-1,1,2,2-tetrachloroethane"
45140|"O-xylene-&-N-nonane"
88305|"OC-CSN-Unadjusted-PM2.5-LC-TOT"
84305|"OC-CSN-Unadjusted-PM2.5-STP-TOT"
85370|"OC-CSN_rev-Unadjusted-PM10-LC-TOR"
85355|"OC-CSN_rev-Unadjusted-PM10-LC-TOT"
86370|"OC-CSN_rev-Unadjusted-PM10-2.5-LC-TOR"
86355|"OC-CSN_rev-Unadjusted-PM10-2.5-LC-TOT"
88370|"OC-CSN_Rev-Unadjusted-PM2.5-LC-TOR"
88355|"OC-CSN_Rev-Unadjusted-PM2.5-LC-TOT"
88320|"OC-PM2.5-LC-TOR"
88382|"OC-PM2.5-LC-TOT"
88332|"OC1-CSN-Unadjusted-PM2.5-LC-TOT"
85374|"OC1-CSN_rev-Unadjusted-PM10-LC"
86374|"OC1-CSN_rev-Unadjusted-PM10-2.5-LC"
88374|"OC1-CSN_Rev-Unadjusted-PM2.5-LC"
88324|"OC1-PM2.5-LC"
88333|"OC2-CSN-Unadjusted-PM2.5-LC-TOT"
85375|"OC2-CSN_rev-Unadjusted-PM10-LC"
86375|"OC2-CSN_rev-Unadjusted-PM10-2.5-LC"
88375|"OC2-CSN_Rev-Unadjusted-PM2.5-LC"
88325|"OC2-PM2.5-LC"
88334|"OC3-CSN-Unadjusted-PM2.5-LC-TOT"
85376|"OC3-CSN_rev-Unadjusted-PM10-LC"
86376|"OC3-CSN_rev-Unadjusted-PM10-2.5-LC"
88376|"OC3-CSN_Rev-Unadjusted-PM2.5-LC"
88326|"OC3-PM2.5-LC"
88335|"OC4-CSN-Unadjusted-PM2.5-LC-TOT"
85377|"OC4-CSN_rev-Unadjusted-PM10-LC"
86377|"OC4-CSN_rev-Unadjusted-PM10-2.5-LC"
88377|"OC4-CSN_Rev-Unadjusted-PM2.5-LC"
88327|"OC4-PM2.5-LC"
88322|"OCH-PM2.5-LC-TOT"
17816|"Octachlorobiphenyl-(TSP)-STP"
43525|"Octanal"
88304|"OCX-Carbon-PM2.5-LC"
88311|"OCX2-Carbon-PM2.5-LC"
88336|"OP-CSN-PM2.5-LC-TOT"
85378|"Op-CSN_rev-Unadjusted-PM10-LC-TOR"
85388|"Op-CSN_rev-Unadjusted-PM10-LC-TOT"
86378|"OP-CSN_rev-Unadjusted-PM10-2.5-LC-TOR"
86388|"OP-CSN_rev-Unadjusted-PM10-2.5-LC-TOT"
88378|"OP-CSN_Rev-Unadjusted-PM2.5-LC-TOR"
88388|"OP-CSN_Rev-Unadjusted-PM2.5-LC-TOT"
88328|"OP-PM2.5-LC-TOR"
88379|"OP-PM2.5-LC-TOT"
88316|"Optical-EC-PM2.5-LC-TOT"
84316|"Optical-EC-PM2.5-STP-TOT"
88346|"Organic-Carbon-Extinction-PM2.5-LC"
88350|"Organic-Carbon-Mass-PM2.5-LC"
82305|"Organic-carbon-PM10-STP"
21102|"Organic-Fraction-(SP)"
62101|"Outdoor-Temperature"
42603|"Oxides-of-nitrogen-(NOx)"
44201|"Ozone"
17303|"p-Cresol-(TSP)-STP"
45219|"p-Diethylbenzene"
45213|"p-Ethyltoluene"
43397|"p-isopropyltoluene"
45230|"p-tert-butyl-toluene"
45507|"p-Tolualdehyde"
45206|"p-Xylene"
12151|"Palladium-(TSP)-STP"
82127|"Palladium-PM10-STP"
88151|"Palladium-PM2.5-LC"
16115|"Paraffins-(alkanes)"
88347|"Particle-Light-Scatter"
87100|"Particle-Number,-100-200-nm"
87020|"Particle-Number,-20-30-nm"
87030|"Particle-Number,-30-50-nm"
87050|"Particle-Number,-50-70-nm"
87070|"Particle-Number,-70-100-nm"
87200|"Particle-Number,->-200-nm"
87101|"Particle-Number,-Total-Count"
61105|"Peak-Wind-Gust"
17803|"Pentachlorobenzene-(TSP)-STP"
17813|"Pentachlorobiphenyl-(TSP)-STP"
16795|"Pentachloroethane--(TSP)-STP"
17725|"Pentachloronitrobenzene-(TSP)-STP"
17808|"Pentachlorophenol-(TSP)-STP"
44301|"Peroxyactyl-nitrate"
17212|"Perylene-(TSP)-STP"
22602|"pH-(Dustfall)"
65302|"PH-(precip)"
16796|"Phenacetin--(TSP)-STP"
17150|"Phenanthrene-(TSP)-STP"
45300|"Phenol"
16797|"Phenol--(TSP)-STP"
12345|"Phosphate-(TSP)-STP"
42307|"Phosphoric-acid"
43167|"Phosphorotrithioic-acid,S,S,S-tributylester"
65152|"Phosphorus-(precip)"
12152|"Phosphorus-(TSP)-STP"
85152|"Phosphorus-PM10-LC"
82152|"Phosphorus-PM10-STP"
86152|"Phosphorus-PM10-2.5-LC"
83152|"Phosphorus-PM10-2.5-STP"
88152|"Phosphorus-PM2.5-LC"
84152|"Phosphorus-PM2.5-STP"
43188|"Pinene-&-p-ethytoluene"
14108|"Platinum-(TSP)-LC"
12150|"Platinum-(TSP)-STP"
85108|"Platinum-PM10-LC"
88141|"Platinum-PM2.5-LC"
88360|"PM-2.5-Carbon-at-470-nm"
88361|"PM-2.5-Carbon-at-520-nm"
88362|"PM-2.5-Carbon-at-590-nm"
88363|"PM-2.5-Carbon-at-660-nm"
88367|"PM-2.5-Carbon-at-935-nm"
85101|"PM10---LC"
81102|"PM10-Total-0-10um-STP"
86101|"PM10-2.5---Local-Conditions"
81103|"PM10-2.5-STP"
88101|"PM2.5---Local-Conditions"
88396|"PM2.5-Carbon-at-430-nm"
88397|"PM2.5-Carbon-at-525-nm"
88398|"PM2.5-Carbon-at-565-nm"
88399|"PM2.5-Carbon-at-700-nm"
88501|"PM2.5-Raw-Data"
81104|"PM2.5-STP"
88500|"PM2.5-Total-Atmospheric"
88503|"PM2.5-Volatile-Channel"
12153|"Polonium-210-(TSP)-STP"
17833|"Polychlorinated-biphenyls-(PCBs)"
17199|"Polycyclic-organic-matter-(TSP)-STP"
17202|"Polynuclear-aromatic-hydrocarbons-(TSP)-STP"
43334|"POLYVINYL-ALCOHOL"
65312|"Potassium-(precip)"
12180|"Potassium-(TSP)-STP"
85303|"Potassium-Ion-PM10-LC"
86303|"Potassium-Ion-PM10-2.5-LC"
88303|"Potassium-Ion-PM2.5-LC"
85180|"Potassium-PM10-LC"
82180|"Potassium-PM10-STP"
86180|"Potassium-PM10-2.5-LC"
83180|"Potassium-PM10-2.5-STP"
88180|"Potassium-PM2.5-LC"
84180|"Potassium-PM2.5-STP"
14180|"Potassium-TSP-LC"
16798|"Pronamide-(TSP)-STP"
43204|"Propane"
43504|"Propionaldehyde"
43606|"Propionitrile"
43205|"Propylene"
43602|"Propylene-oxide"
43144|"Propyne"
17204|"Pyrene-(TSP)-STP"
17205|"Pyrene-D10-(TSP)-STP"
16799|"Pyridine-(TSP)-STP"
65305|"Radioactivity-rainfall"
12187|"Radium-226-(TSP)-STP"
12188|"Radium-228-(TSP)-STP"
43776|"Radon"
65101|"Rain-24hr-total"
65102|"Rain/melt-precipitation"
42600|"Reactive-oxides-of-nitrogen-(NOy)"
88401|"Reconstructed-Mass-PM2.5-LC"
68110|"Relative-Humidity"
62201|"Relative-Humidity-"
62202|"Relative-Humidity-Factor"
31101|"Respirable-part"
17158|"Retene-(TSP)-STP"
72401|"Rubber-cracking"
14176|"Rubidium-(TSP)-LC"
12176|"Rubidium-(TSP)-STP"
85176|"Rubidium-PM10-LC"
82176|"Rubidium-PM10-STP"
86176|"Rubidium-PM10-2.5-LC"
83176|"Rubidium-PM10-2.5-STP"
88176|"Rubidium-PM2.5-LC"
84176|"Rubidium-PM2.5-STP"
16801|"Safrole-(TSP)-STP"
12162|"Samarium-(TSP)-STP"
88162|"Samarium-PM2.5-LC"
68112|"Sample-Flow-Rate-CV---Nylon-Filter"
68113|"Sample-Flow-Rate-CV---Quartz-Filter"
68111|"Sample-Flow-Rate-CV---Teflon-Filter"
68101|"Sample-Flow-Rate--CV"
68107|"Sample-Max-Baro-Pressure"
68106|"Sample-Min-Baro-Pressure"
68102|"Sample-Volume"
68115|"Sample-Volume---Nylon-Filter"
68116|"Sample-Volume---Quartz-Filter"
68114|"Sample-Volume---Teflon-Filter"
91119|"SANDWICH---Adjusted-Aluminum"
91110|"SANDWICH---Adjusted-Ammonium"
91118|"SANDWICH---Adjusted-Calcium"
91113|"SANDWICH---Adjusted-Elemental-Carbon-(EC)"
91116|"SANDWICH---Adjusted-Iron"
91109|"SANDWICH---Adjusted-Nitrate"
91112|"SANDWICH---Adjusted-Organic-Carbon-Mass"
91114|"SANDWICH---Adjusted-Salt"
91115|"SANDWICH---Adjusted-Silicon"
91108|"SANDWICH---Adjusted-Sulfate"
91117|"SANDWICH---Adjusted-Titanium"
91111|"SANDWICH---Adjusted-Water"
91102|"SANDWICH---Ammonium-for-mass-balance"
91123|"SANDWICH---Crustal-Mass"
91124|"SANDWICH---Filter-Contamination-Mass"
91121|"SANDWICH---Nitrate-Mass"
91106|"SANDWICH---Raw-Crustal-Component-Mass"
91101|"SANDWICH---Raw-Nitrate"
91104|"SANDWICH---Raw-Organic-Carbon-Mass"
91107|"SANDWICH---Raw-Salt"
91105|"SANDWICH---Raw-Total-Carbonaceous-Mass"
91103|"SANDWICH---Raw-Water"
91120|"SANDWICH---Sulfate-Mass"
91122|"SANDWICH---Total-Carbonaceous-Mass---material-balance"
12163|"Scandium-(TSP)-STP"
88163|"Scandium-PM2.5-LC"
88395|"Sea-Salt-(PM2.5)"
45216|"sec-Butylbenzene"
14154|"Selenium-(TSP)-LC"
12154|"Selenium-(TSP)-STP"
85154|"Selenium-PM10-LC"
82154|"Selenium-PM10-STP"
86154|"Selenium-PM10-2.5-LC"
83154|"Selenium-PM10-2.5-STP"
88154|"Selenium-PM2.5-LC"
84154|"Selenium-PM2.5-STP"
65551|"Silica-(precip)"
85551|"Silica-PM10-LC"
82551|"Silica-PM10-STP"
12165|"Silicon-(TSP)-STP"
85165|"Silicon-PM10-LC"
82165|"Silicon-PM10-STP"
86165|"Silicon-PM10-2.5-LC"
83165|"Silicon-PM10-2.5-STP"
88165|"Silicon-PM2.5-LC"
84165|"Silicon-PM2.5-STP"
65166|"Silver-(precip)"
22166|"Silver-(SP)"
14166|"Silver-(TSP)-LC"
12166|"Silver-(TSP)-STP"
85166|"Silver-PM10-LC"
82166|"Silver-PM10-STP"
86166|"Silver-PM10-2.5-LC"
88166|"Silver-PM2.5-LC"
72101|"Silver-tarnishing"
81101|"Size-fractionated-particulate"
11204|"Smoke"
42406|"SO2-max-5-min-avg"
65311|"Sodium-(precip)"
12184|"Sodium-(TSP)-STP"
85302|"Sodium-Ion-PM10-LC"
86302|"Sodium-Ion-PM10-2.5-LC"
88302|"Sodium-Ion-Pm2.5-LC"
85184|"Sodium-PM10-LC"
82184|"Sodium-PM10-STP"
86184|"Sodium-PM10-2.5-LC"
88184|"Sodium-PM2.5-LC"
84184|"Sodium-PM2.5-STP"
88349|"Soil-Extinction-PM2.5-LC"
11201|"Soil-index-(COH)"
11202|"Soil-index-(RUD)"
11205|"Soil-index-(ug/m3)"
88348|"Soil-PM2.5-LC"
62108|"Soil-Temperature"
63301|"Solar-radiation"
61106|"Std-Dev-Hz-Wind-Direction"
61111|"Std-Dev-Hz-Wind-Speed"
61107|"Std-Dev-Vt-Wind-Direction"
61110|"Std-Dev-Vt-Wind-Speed"
72201|"Steel-corrosion"
65306|"Strong-Acids-(precip)"
12168|"Strontium-(TSP)-STP"
11355|"Strontium---88-(TSP)"
85168|"Strontium-PM10-LC"
82168|"Strontium-PM10-STP"
86168|"Strontium-PM10-2.5-LC"
83168|"Strontium-PM10-2.5-STP"
88168|"Strontium-PM2.5-LC"
84168|"Strontium-PM2.5-STP"
14168|"Strontium(TSP)-LC"
45220|"Styrene"
45110|"Styrene-and-o-xylene"
65322|"Sulfate-(precip)"
22403|"Sulfate-(SP)"
14403|"Sulfate-(TSP)-LC"
12403|"Sulfate-(TSP)-STP"
85403|"Sulfate-PM10-LC"
82403|"Sulfate-PM10-STP"
86403|"Sulfate-PM10-2.5-LC"
88403|"Sulfate-PM2.5-LC"
84403|"Sulfate-PM2.5-STP"
82453|"Sulfate-PM2.5-STP-"
42410|"Sulfation-rate"
12169|"Sulfur-(TSP)-STP"
42401|"Sulfur-dioxide"
85169|"Sulfur-PM10-LC"
82169|"Sulfur-PM10-STP"
86169|"Sulfur-PM10-2.5-LC"
83169|"Sulfur-PM10-2.5-STP"
88169|"Sulfur-PM2.5-LC"
84169|"Sulfur-PM2.5-STP"
42306|"Sulfuric-acid"
12402|"Sulfuric-acid-(TSP)-STP"
43000|"Sum-of-PAMS-target-compounds"
85100|"Survey-Data-PM10-LC"
11101|"Suspended-particulate-(TSP)"
11102|"Suspended-particulate-(TSP)-LC"
12170|"Tantalum-(TSP)-STP"
88170|"Tantalum-PM2.5-LC"
